src,dst,timestamp
35,2458,0
35,2292,0
35,3372,0
35,2981,0
35,3101,0
35,2294,0
35,2721,0
35,2589,0
35,3288,0
35,1908,0
36,2035,0
36,436,0
36,1231,0
36,0,0
36,1972,0
36,965,0
36,1271,0
36,634,0
36,1857,0
36,2308,0
37,3576,0
37,2335,0
37,2319,0
37,2724,0
37,3319,0
37,3040,0
37,514,0
37,3347,0
37,3731,0
37,3274,0
38,651,0
38,505,0
38,1113,0
38,1874,0
38,2793,0
38,1730,0
38,2724,0
38,1260,0
38,2772,0
38,1053,0
39,3759,0
39,2582,0
39,3117,0
39,3173,0
39,1948,0
39,2001,0
39,2197,0
39,3009,0
39,256,0
39,1481,0
40,3673,0
40,3106,0
40,3681,0
40,424,0
40,61,0
40,3580,0
40,1747,0
40,3692,0
40,2139,0
40,3388,0
41,3152,0
41,2264,0
41,2005,0
41,383,0
41,3028,0
41,3073,0
41,1954,0
41,2454,0
41,2526,0
41,2624,0
42,2075,0
42,25,0
42,2673,0
42,3178,0
42,3788,0
42,3062,0
42,1917,0
42,1467,0
42,3455,0
42,850,0
43,1267,0
43,1674,0
43,547,0
43,2,0
43,952,0
43,2486,0
43,2588,0
43,645,0
43,2718,0
43,1862,0
44,2712,0
44,2085,0
44,3797,0
44,977,0
44,21,0
44,633,0
44,3109,0
44,270,0
44,1677,0
44,3633,0
45,2747,0
45,1966,0
45,453,0
45,3422,0
45,2539,0
45,349,0
45,24,0
45,1626,0
45,935,0
45,2875,0
46,1764,0
46,136,0
46,3352,0
46,3372,0
46,1877,0
46,1490,0
46,1696,0
46,3,0
46,3124,0
46,1262,0
47,197,0
47,2392,0
47,999,0
47,683,0
47,3767,0
47,1074,0
47,789,0
47,3811,0
47,621,0
47,3248,0
48,2895,0
48,619,0
48,525,0
48,2936,0
48,1961,0
48,1378,0
48,3202,0
48,675,0
48,3366,0
48,50,0
49,2871,0
49,1440,0
49,3471,0
49,2037,0
49,452,0
49,3364,0
49,1046,0
49,3146,0
49,2420,0
49,26,0
50,2378,0
50,399,0
50,525,0
50,1961,0
50,48,0
50,539,0
50,1369,0
50,1996,0
50,71,0
50,1137,0
51,407,0
51,1887,0
51,324,0
51,2876,0
51,2633,0
51,90,0
51,2986,0
51,2154,0
51,3416,0
51,1714,0
52,839,0
52,2256,0
52,2680,0
52,2782,0
52,2777,0
52,935,0
52,2305,0
52,2111,0
52,3290,0
52,1779,0
53,3357,0
53,1074,0
53,2632,0
53,965,0
53,367,0
53,698,0
53,3514,0
53,2704,0
53,791,0
53,3809,0
54,973,0
54,726,0
54,1214,0
54,3543,0
54,1618,0
54,572,0
54,2140,0
54,3271,0
54,1505,0
54,821,0
55,1994,0
55,981,0
55,3638,0
55,1486,0
55,637,0
55,3521,0
55,3626,0
55,3642,0
55,3611,0
55,1858,0
56,794,0
56,2273,0
56,1274,0
56,1272,0
56,1012,0
56,1720,0
56,1685,0
56,233,0
56,1825,0
56,2837,0
57,754,0
57,447,0
57,3044,0
57,2352,0
57,3621,0
57,1148,0
57,2919,0
57,3715,0
57,3822,0
57,942,0
58,1358,0
58,3804,0
58,2989,0
58,3305,0
58,166,0
58,2544,0
58,2616,0
58,382,0
58,1613,0
58,1500,0
59,2497,0
59,2412,0
59,2210,0
59,2545,0
59,423,0
59,3792,0
59,3063,0
59,1926,0
59,465,0
59,2137,0
60,2960,0
60,2273,0
60,588,0
60,666,0
60,1724,0
60,1012,0
60,777,0
60,3255,0
60,2741,0
60,2887,0
61,3388,0
61,3580,0
61,3692,0
61,3641,0
61,2794,0
61,1841,0
61,2386,0
61,1151,0
61,3313,0
61,2662,0
62,3607,0
62,1741,0
62,3094,0
62,1617,0
62,2984,0
62,1372,0
62,2012,0
62,3395,0
62,1102,0
62,1318,0
63,7,0
63,2895,0
63,2906,0
63,3233,0
63,3215,0
63,1051,0
63,95,0
63,1049,0
63,663,0
63,112,0
64,263,0
64,1725,0
64,2567,0
64,3620,0
64,2722,0
64,2612,0
64,731,0
64,1889,0
64,1146,0
64,507,0
65,2094,0
65,3701,0
65,2834,0
65,1400,0
65,2666,0
65,2530,0
65,404,0
65,3464,0
65,3567,0
65,3316,0
66,2995,0
66,2577,0
66,1045,0
66,2474,0
66,2479,0
66,1955,0
66,2483,0
66,3048,0
66,3796,0
66,2347,0
67,3588,0
67,2819,0
67,1176,0
67,2721,0
67,2306,0
67,2700,0
67,3285,0
67,3634,0
67,3789,0
67,3174,0
68,871,0
68,593,0
68,1590,0
68,2453,0
68,1514,0
68,311,0
68,1549,0
68,1940,0
68,2079,0
68,377,0
69,3747,0
69,3,0
69,3134,0
69,3355,0
69,1490,0
69,498,0
69,3367,0
69,3372,0
69,1794,0
69,3352,0
70,3583,0
70,726,0
70,3543,0
70,821,0
70,1505,0
70,1613,0
70,2772,0
70,973,0
70,2548,0
70,1618,0
71,1494,0
71,3348,0
71,3366,0
71,3296,0
71,535,0
71,837,0
71,455,0
71,525,0
71,539,0
71,1698,0
72,810,0
72,3293,0
72,1822,0
72,3285,0
72,2429,0
72,3513,0
72,2615,0
72,2780,0
72,2158,0
72,877,0
73,2357,0
73,1393,0
73,599,0
73,150,0
73,3702,0
73,3489,0
73,1145,0
73,711,0
73,2310,0
73,2480,0
74,3628,0
74,632,0
74,1963,0
74,3785,0
74,1813,0
74,3672,0
74,2682,0
74,2595,0
74,916,0
74,3169,0
75,135,0
75,1762,0
75,1986,0
75,496,0
75,3608,0
75,1207,0
75,1075,0
75,1106,0
75,1256,0
75,3499,0
76,2878,0
76,339,0
76,1666,0
76,3555,0
76,3587,0
76,1539,0
76,141,0
76,2907,0
76,3263,0
76,1554,0
77,3176,0
77,2444,0
77,124,0
77,3742,0
77,1503,0
77,2156,0
77,2658,0
77,172,0
77,3235,0
77,2466,0
78,3079,0
78,3720,0
78,1989,0
78,2673,0
78,945,0
78,1082,0
78,2298,0
78,139,0
78,485,0
78,3640,0
79,2893,0
79,1526,0
79,659,0
79,1086,0
79,1488,0
79,1867,0
79,1890,0
79,2240,0
79,1053,0
79,2931,0
80,2504,0
80,3186,0
80,1912,0
80,1011,0
80,1302,0
80,462,0
80,598,0
80,1240,0
80,3123,0
80,903,0
81,3761,0
81,2744,0
81,241,0
81,2045,0
81,2229,0
81,2824,0
81,3340,0
81,883,0
81,237,0
81,2219,0
82,129,0
82,2535,0
82,224,0
82,3776,0
82,2477,0
82,1068,0
82,2143,0
82,2631,0
82,394,0
82,484,0
83,2106,0
83,3144,0
83,272,0
83,1306,0
83,3654,0
83,3674,0
83,3767,0
83,897,0
83,117,0
83,483,0
84,1284,0
84,2188,0
84,2389,0
84,1243,0
84,2172,0
84,1900,0
84,778,0
84,1785,0
84,236,0
84,3185,0
85,792,0
85,3333,0
85,1438,0
85,2703,0
85,2588,0
85,1210,0
85,2195,0
85,1315,0
85,1281,0
85,1187,0
86,3197,0
86,2559,0
86,798,0
86,1581,0
86,1354,0
86,1258,0
86,1139,0
86,3620,0
86,3734,0
86,1146,0
87,3579,0
87,618,0
87,1037,0
87,1511,0
87,94,0
87,2038,0
87,1566,0
87,1303,0
87,2768,0
87,3356,0
88,1220,0
88,1015,0
88,1160,0
88,1041,0
88,188,0
88,523,0
88,3626,0
88,1377,0
88,307,0
88,3359,0
89,2871,0
89,1760,0
89,2431,0
89,3471,0
89,3250,0
89,2841,0
89,49,0
89,2354,0
89,889,0
89,207,0
90,3794,0
90,2154,0
90,2281,0
90,2633,0
90,407,0
90,324,0
90,933,0
90,527,0
90,3509,0
90,1726,0
91,3356,0
91,625,0
91,844,0
91,1615,0
91,1472,0
91,2600,0
91,2649,0
91,744,0
91,2300,0
91,2725,0
92,589,0
92,2177,0
92,3431,0
92,1687,0
92,2450,0
92,3332,0
92,3090,0
92,2190,0
92,3806,0
92,2874,0
93,3271,0
93,3347,0
93,1117,0
93,3176,0
93,2724,0
93,3599,0
93,2444,0
93,3210,0
93,3040,0
93,294,0
94,618,0
94,2038,0
94,1527,0
94,103,0
94,2768,0
94,3579,0
94,876,0
94,2586,0
94,1746,0
94,3615,0
95,3097,0
95,1846,0
95,2220,0
95,3217,0
95,112,0
95,872,0
95,63,0
95,3777,0
95,1544,0
95,1590,0
96,2397,0
96,1241,0
96,777,0
96,923,0
96,662,0
96,1929,0
96,548,0
96,233,0
96,3409,0
96,2512,0
97,2021,0
97,3389,0
97,964,0
97,745,0
97,2689,0
97,2529,0
97,421,0
97,3289,0
97,1935,0
97,1107,0
98,3398,0
98,1445,0
98,166,0
98,900,0
98,58,0
98,255,0
98,3539,0
98,3344,0
98,1577,0
98,2146,0
99,1492,0
99,1167,0
99,1103,0
99,2377,0
99,2534,0
99,3604,0
99,762,0
99,3689,0
99,2491,0
99,3237,0
100,3619,0
100,626,0
100,2155,0
100,179,0
100,2256,0
100,3573,0
100,1450,0
100,2034,0
100,843,0
100,3236,0
101,1168,0
101,2338,0
101,2429,0
101,133,0
101,3596,0
101,2075,0
101,3027,0
101,877,0
101,154,0
101,2018,0
102,3602,0
102,2228,0
102,2639,0
102,404,0
102,3143,0
102,1786,0
102,902,0
102,370,0
102,2881,0
102,1395,0
103,1012,0
103,2038,0
103,2960,0
103,3025,0
103,257,0
103,94,0
103,2716,0
103,2519,0
103,2778,0
103,1720,0
104,719,0
104,1181,0
104,2915,0
104,249,0
104,789,0
104,895,0
104,748,0
104,423,0
104,2207,0
104,2800,0
105,826,0
105,346,0
105,1825,0
105,575,0
105,1482,0
105,3788,0
105,3115,0
105,2641,0
105,982,0
105,485,0
106,1338,0
106,711,0
106,1688,0
106,3323,0
106,3489,0
106,2223,0
106,275,0
106,3229,0
106,3345,0
106,2357,0
107,2739,0
107,2445,0
107,2734,0
107,714,0
107,688,0
107,2625,0
107,1570,0
107,3564,0
107,538,0
107,1058,0
108,3782,0
108,3594,0
108,3477,0
108,1289,0
108,2105,0
108,1899,0
108,2947,0
108,3505,0
108,162,0
108,2021,0
109,3514,0
109,771,0
109,1232,0
109,585,0
109,332,0
109,2832,0
109,1745,0
109,3503,0
109,2805,0
109,155,0
110,323,0
110,31,0
110,2777,0
110,1776,0
110,2868,0
110,935,0
110,2875,0
110,643,0
110,3422,0
110,830,0
111,911,0
111,1492,0
111,1167,0
111,1103,0
111,2534,0
111,2491,0
111,3565,0
111,1697,0
111,1139,0
111,1484,0
112,1049,0
112,2895,0
112,2220,0
112,1544,0
112,1563,0
112,1781,0
112,2581,0
112,997,0
112,2202,0
112,2494,0
113,1775,0
113,2046,0
113,724,0
113,678,0
113,1870,0
113,3019,0
113,1346,0
113,736,0
113,3572,0
113,396,0
114,1537,0
114,2312,0
114,2073,0
114,1344,0
114,925,0
114,1276,0
114,133,0
114,956,0
114,2018,0
114,2785,0
115,2660,0
115,2131,0
115,3321,0
115,3571,0
115,2804,0
115,174,0
115,752,0
115,2512,0
115,1039,0
115,1662,0
116,536,0
116,1767,0
116,2031,0
116,3675,0
116,803,0
116,497,0
116,3674,0
116,3654,0
116,2245,0
116,1232,0
117,2392,0
117,3439,0
117,3706,0
117,748,0
117,3088,0
117,3654,0
117,3417,0
117,2207,0
117,3474,0
117,2080,0
118,3397,0
118,1857,0
118,2805,0
118,1333,0
118,2117,0
118,1667,0
118,2872,0
118,1927,0
118,771,0
118,537,0
119,2846,0
119,1372,0
119,1728,0
119,1166,0
119,2287,0
119,3687,0
119,3567,0
119,157,0
119,2209,0
119,2881,0
120,3029,0
120,1205,0
120,3559,0
120,1722,0
120,3278,0
120,1223,0
120,660,0
120,3637,0
120,3129,0
120,3303,0
121,3521,0
121,476,0
121,2091,0
121,2016,0
121,1192,0
121,3648,0
121,2352,0
121,2637,0
121,786,0
121,447,0
122,2325,0
122,981,0
122,3018,0
122,693,0
122,3642,0
122,2407,0
122,2970,0
122,1015,0
122,3617,0
122,1855,0
123,1605,0
123,58,0
123,3344,0
123,3539,0
123,2801,0
123,1358,0
123,3823,0
123,2728,0
123,3683,0
123,1479,0
124,1399,0
124,1835,0
124,3235,0
124,2391,0
124,2156,0
124,1796,0
124,2444,0
124,2658,0
124,3176,0
124,917,0
125,740,0
125,2030,0
125,3385,0
125,3614,0
125,2796,0
125,2627,0
125,3119,0
125,3814,0
125,1405,0
125,3801,0
126,2299,0
126,3077,0
126,1050,0
126,2608,0
126,227,0
126,1211,0
126,3008,0
126,209,0
126,1056,0
126,761,0
127,1672,0
127,1683,0
127,790,0
127,2490,0
127,173,0
127,3324,0
127,1118,0
127,426,0
127,2729,0
127,449,0
128,2307,0
128,3292,0
128,2458,0
128,3101,0
128,3288,0
128,1124,0
128,2205,0
128,500,0
128,1524,0
128,716,0
129,202,0
129,82,0
129,3800,0
129,2558,0
129,3776,0
129,1250,0
129,595,0
129,307,0
129,717,0
129,1041,0
130,3824,0
130,2717,0
130,2901,0
130,1603,0
130,1016,0
130,469,0
130,1609,0
130,2650,0
130,3592,0
130,3081,0
131,1667,0
131,3741,0
131,771,0
131,3674,0
131,2632,0
131,2872,0
131,1927,0
131,2930,0
131,3708,0
131,367,0
132,2035,0
132,2752,0
132,3130,0
132,2769,0
132,0,0
132,1671,0
132,3039,0
132,1123,0
132,1271,0
132,36,0
133,3727,0
133,956,0
133,2115,0
133,2429,0
133,2785,0
133,3596,0
133,2018,0
133,3027,0
133,877,0
133,3488,0
134,1490,0
134,3372,0
134,1701,0
134,3,0
134,1958,0
134,46,0
134,1764,0
134,3352,0
134,136,0
134,3747,0
135,496,0
135,2667,0
135,1762,0
135,655,0
135,289,0
135,3499,0
135,1207,0
135,3679,0
135,3608,0
135,499,0
136,546,0
136,1696,0
136,1764,0
136,3352,0
136,46,0
136,3372,0
136,3386,0
136,1655,0
136,517,0
136,3,0
137,422,0
137,318,0
137,174,0
137,1888,0
137,3660,0
137,1320,0
137,1048,0
137,2804,0
137,1614,0
137,1352,0
138,1766,0
138,790,0
138,922,0
138,181,0
138,1141,0
138,2737,0
138,411,0
138,1683,0
138,1481,0
138,1007,0
139,2496,0
139,1419,0
139,2178,0
139,2298,0
139,2641,0
139,78,0
139,2673,0
139,3373,0
139,3640,0
139,2081,0
140,972,0
140,3751,0
140,260,0
140,1928,0
140,1228,0
140,598,0
140,3057,0
140,2345,0
140,1609,0
140,473,0
141,76,0
141,3555,0
141,1200,0
141,1171,0
141,2878,0
141,339,0
141,1905,0
141,1666,0
141,1539,0
141,3587,0
142,2446,0
142,3166,0
142,140,0
142,2286,0
142,303,0
142,1357,0
142,1865,0
142,3220,0
142,1497,0
142,2037,0
143,78,0
143,485,0
143,1082,0
143,1038,0
143,1388,0
143,3079,0
143,2178,0
143,575,0
143,2762,0
143,3525,0
144,3770,0
144,2677,0
144,2094,0
144,2468,0
144,1642,0
144,28,0
144,3078,0
144,3168,0
144,866,0
144,1499,0
145,1832,0
145,2512,0
145,2660,0
145,398,0
145,3571,0
145,2887,0
145,752,0
145,1039,0
145,3255,0
145,2273,0
146,3660,0
146,3244,0
146,2557,0
146,454,0
146,3699,0
146,727,0
146,3615,0
146,2528,0
146,1368,0
146,923,0
147,1956,0
147,1784,0
147,2265,0
147,1598,0
147,2349,0
147,3205,0
147,669,0
147,2553,0
147,1422,0
147,237,0
148,1769,0
148,3029,0
148,3559,0
148,1657,0
148,2670,0
148,1677,0
148,3303,0
148,3768,0
148,1223,0
148,3278,0
149,2507,0
149,1526,0
149,2931,0
149,397,0
149,2956,0
149,1448,0
149,79,0
149,2002,0
149,1488,0
149,1869,0
150,2310,0
150,2595,0
150,73,0
150,2357,0
150,711,0
150,729,0
150,985,0
150,3323,0
150,2796,0
150,3489,0
151,2191,0
151,3230,0
151,3591,0
151,1744,0
151,3460,0
151,3609,0
151,761,0
151,271,0
151,2196,0
151,1150,0
152,3099,0
152,840,0
152,180,0
152,3047,0
152,3212,0
152,3676,0
152,1651,0
152,2291,0
152,2473,0
152,528,0
153,610,0
153,1583,0
153,735,0
153,1324,0
153,3246,0
153,1975,0
153,2371,0
153,1938,0
153,1873,0
153,2004,0
154,1168,0
154,1072,0
154,3720,0
154,2115,0
154,3561,0
154,877,0
154,3727,0
154,1746,0
154,2741,0
154,3367,0
155,965,0
155,2704,0
155,2274,0
155,109,0
155,198,0
155,771,0
155,2632,0
155,3514,0
155,2732,0
155,53,0
156,2937,0
156,3183,0
156,1890,0
156,3050,0
156,2359,0
156,2319,0
156,1844,0
156,2858,0
156,2213,0
156,1918,0
157,3351,0
157,2381,0
157,3687,0
157,2637,0
157,2,0
157,119,0
157,1013,0
157,43,0
157,2352,0
157,1294,0
158,3243,0
158,2096,0
158,3292,0
158,1510,0
158,1547,0
158,2193,0
158,3778,0
158,1124,0
158,851,0
158,2092,0
159,2482,0
159,2290,0
159,758,0
159,2692,0
159,3278,0
159,1657,0
159,3559,0
159,1722,0
159,941,0
159,633,0
160,585,0
160,1232,0
160,1298,0
160,332,0
160,3503,0
160,3514,0
160,771,0
160,2805,0
160,2031,0
160,2832,0
161,3383,0
161,3305,0
161,3510,0
161,16,0
161,2465,0
161,2967,0
161,2032,0
161,1312,0
161,1713,0
161,3550,0
162,832,0
162,1628,0
162,278,0
162,1390,0
162,1899,0
162,2859,0
162,2507,0
162,787,0
162,3136,0
162,3777,0
163,3317,0
163,223,0
163,590,0
163,1693,0
163,2563,0
163,892,0
163,317,0
163,2246,0
163,1942,0
163,3578,0
164,221,0
164,2610,0
164,1083,0
164,2990,0
164,2409,0
164,814,0
164,1189,0
164,2997,0
164,1309,0
164,2782,0
165,836,0
165,2198,0
165,1413,0
165,1995,0
165,1906,0
165,1158,0
165,378,0
165,2799,0
165,2816,0
165,813,0
166,2616,0
166,3804,0
166,2989,0
166,1942,0
166,255,0
166,172,0
166,1152,0
166,2544,0
166,1358,0
166,195,0
167,3153,0
167,988,0
167,2024,0
167,1867,0
167,1719,0
167,651,0
167,2983,0
167,3319,0
167,2335,0
167,2465,0
168,71,0
168,2937,0
168,3348,0
168,455,0
168,2898,0
168,1458,0
168,1867,0
168,3366,0
168,1730,0
168,3762,0
169,2336,0
169,3268,0
169,2313,0
169,2415,0
169,2498,0
169,3479,0
169,2975,0
169,779,0
169,1848,0
169,1484,0
170,2468,0
170,3567,0
170,2562,0
170,2268,0
170,1187,0
170,2677,0
170,2094,0
170,2852,0
170,645,0
170,144,0
171,2646,0
171,3318,0
171,2451,0
171,568,0
171,3630,0
171,2953,0
171,3138,0
171,1174,0
171,320,0
171,520,0
172,3804,0
172,1613,0
172,382,0
172,3252,0
172,58,0
172,1749,0
172,2861,0
172,3742,0
172,3176,0
172,1273,0
173,2490,0
173,874,0
173,1870,0
173,1672,0
173,127,0
173,2153,0
173,736,0
173,1683,0
173,1454,0
173,334,0
174,2131,0
174,1060,0
174,1652,0
174,3640,0
174,422,0
174,1352,0
174,137,0
174,318,0
174,1320,0
174,945,0
175,1544,0
175,1391,0
175,1563,0
175,1550,0
175,2485,0
175,3421,0
175,3296,0
175,2859,0
175,2781,0
175,725,0
176,1036,0
176,2625,0
176,1793,0
176,2522,0
176,3764,0
176,2739,0
176,3232,0
176,804,0
176,338,0
176,707,0
177,392,0
177,2287,0
177,1728,0
177,2696,0
177,2854,0
177,2846,0
177,2775,0
177,1992,0
177,1965,0
177,370,0
178,26,0
178,1042,0
178,793,0
178,460,0
178,201,0
178,2623,0
178,1843,0
178,1739,0
178,2803,0
178,1300,0
179,444,0
179,100,0
179,1286,0
179,1868,0
179,3469,0
179,935,0
179,1310,0
179,349,0
179,2256,0
179,2455,0
180,840,0
180,1880,0
180,2008,0
180,152,0
180,191,0
180,3470,0
180,3159,0
180,2352,0
180,1364,0
180,946,0
181,1141,0
181,922,0
181,2737,0
181,138,0
181,1007,0
181,411,0
181,790,0
181,1766,0
181,1683,0
181,2917,0
182,3406,0
182,2556,0
182,3766,0
182,993,0
182,43,0
182,1296,0
182,645,0
182,2481,0
182,693,0
182,2922,0
183,481,0
183,2789,0
183,1692,0
183,1403,0
183,3083,0
183,557,0
183,2406,0
183,2855,0
183,728,0
183,1044,0
184,3305,0
184,3575,0
184,1996,0
184,1548,0
184,168,0
184,1022,0
184,2861,0
184,1500,0
184,1293,0
184,1172,0
185,2818,0
185,1786,0
185,3387,0
185,605,0
185,2440,0
185,446,0
185,1738,0
185,3698,0
185,3783,0
185,1245,0
186,619,0
186,3102,0
186,2544,0
186,2713,0
186,1613,0
186,1577,0
186,1910,0
186,3252,0
186,3539,0
186,58,0
187,1052,0
187,917,0
187,649,0
187,457,0
187,1399,0
187,93,0
187,1894,0
187,2544,0
187,2108,0
187,573,0
188,3626,0
188,3059,0
188,88,0
188,3266,0
188,299,0
188,920,0
188,2328,0
188,1858,0
188,2184,0
188,2672,0
189,3547,0
189,3303,0
189,3637,0
189,1769,0
189,3768,0
189,148,0
189,2670,0
189,1731,0
189,3029,0
189,2607,0
190,2064,0
190,563,0
190,2209,0
190,1624,0
190,3222,0
190,3159,0
190,2060,0
190,1069,0
190,1606,0
190,1326,0
191,528,0
191,152,0
191,3470,0
191,281,0
191,739,0
191,3451,0
191,180,0
191,3047,0
191,840,0
191,563,0
192,2161,0
192,1215,0
192,1572,0
192,1618,0
192,587,0
192,17,0
192,1916,0
192,622,0
192,2956,0
192,1255,0
193,3712,0
193,373,0
193,928,0
193,2805,0
193,2694,0
193,1333,0
193,3088,0
193,117,0
193,351,0
193,2089,0
194,671,0
194,2489,0
194,734,0
194,1158,0
194,3239,0
194,252,0
194,3155,0
194,544,0
194,2261,0
194,3003,0
195,1713,0
195,1500,0
195,1152,0
195,2101,0
195,3305,0
195,1810,0
195,58,0
195,1358,0
195,3804,0
195,2444,0
196,2952,0
196,685,0
196,3415,0
196,2424,0
196,555,0
196,477,0
196,207,0
196,3454,0
196,3057,0
196,3114,0
197,1298,0
197,47,0
197,594,0
197,3039,0
197,1074,0
197,556,0
197,246,0
197,132,0
197,3811,0
197,621,0
198,155,0
198,2316,0
198,2247,0
198,3809,0
198,3553,0
198,594,0
198,109,0
198,160,0
198,1074,0
198,246,0
199,3219,0
199,1077,0
199,625,0
199,3711,0
199,3615,0
199,1615,0
199,3075,0
199,1463,0
199,3442,0
199,1527,0
200,3379,0
200,1791,0
200,491,0
200,704,0
200,2611,0
200,1392,0
200,355,0
200,3500,0
200,389,0
200,1818,0
201,3808,0
201,2803,0
201,2681,0
201,2843,0
201,1539,0
201,967,0
201,2301,0
201,2420,0
201,1042,0
201,1299,0
202,717,0
202,129,0
202,811,0
202,2531,0
202,1968,0
202,495,0
202,1174,0
202,595,0
202,3800,0
202,3462,0
203,893,0
203,1729,0
203,406,0
203,1954,0
203,702,0
203,2907,0
203,2864,0
203,733,0
203,2423,0
203,1768,0
204,2157,0
204,2601,0
204,1727,0
204,3426,0
204,1838,0
204,3028,0
204,1765,0
204,3073,0
204,567,0
204,909,0
205,2384,0
205,2469,0
205,2375,0
205,587,0
205,2002,0
205,1534,0
205,1526,0
205,3590,0
205,2973,0
205,1628,0
206,1573,0
206,2488,0
206,167,0
206,1796,0
206,988,0
206,3183,0
206,2391,0
206,3098,0
206,1774,0
206,606,0
207,3471,0
207,388,0
207,2493,0
207,3592,0
207,196,0
207,2871,0
